dataset,setting,method,seed,split,metric,value,source
TM,hf400_lfx10,HF-only,220,val,nll_cal,-2.3575907337360738,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,val,nll_cal,-2.4351548836101586,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,val,nll_cal,-2.9713301397969705,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,nll_raw,-2.204174239672726,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,nll_raw,-2.3456905347513772,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,nll_raw,-2.9414436799336636,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,nll_cal,-2.204174239672726,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,nll_cal,-2.3456905347513772,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,nll_cal,-2.9414436799336636,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,val,nlpd_raw,-2.3575907337360738,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,val,nlpd_raw,-2.4351548836101586,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,val,nlpd_raw,-2.9713301397969705,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,val,nlpd_cal,-2.3575907337360738,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,val,nlpd_cal,-2.4351548836101586,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,val,nlpd_cal,-2.9713301397969705,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,nlpd_raw,-2.204174239672726,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,nlpd_raw,-2.3456905347513772,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,nlpd_raw,-2.9414436799336636,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,220,test,nlpd_cal,-2.204174239672726,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,AR1/co-kriging,220,test,nlpd_cal,-2.3456905347513772,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,Neural-GP MF (ours),220,test,nlpd_cal,-2.9414436799336636,result_out/final_runs/original/tm/hf400_lfx10/seed_220/bl0r220/report.json
TM,hf400_lfx10,HF-only,322,test,target_rmse,0.027066683396697044,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,target_rmse,0.020659148693084717,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,target_rmse,0.013404538854956627,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,y_rmse,0.027066683396697044,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,y_rmse,0.020659148693084717,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,y_rmse,0.013404538854956627,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,val,r2,0.9856176803613322,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,val,r2,0.9909377010035653,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,val,r2,0.9951296790560565,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,r2,0.9762081668699675,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,r2,0.9861393789321029,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,r2,0.9941647214105734,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,val,nll_raw,-2.3582630722819555,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,val,nll_raw,-2.437858075000918,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,val,nll_raw,-2.996963831455289,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,val,nll_cal,-2.3582630722819555,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,val,nll_cal,-2.437858075000918,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,val,nll_cal,-2.996963831455289,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,nll_raw,-2.194607284587314,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,nll_raw,-2.348623366837201,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,nll_raw,-2.9055911093869744,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,nll_cal,-2.194607284587314,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,nll_cal,-2.348623366837201,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,nll_cal,-2.9055911093869744,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,val,nlpd_raw,-2.3582630722819555,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,val,nlpd_raw,-2.437858075000918,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,val,nlpd_raw,-2.996963831455289,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,val,nlpd_cal,-2.3582630722819555,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,val,nlpd_cal,-2.437858075000918,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,val,nlpd_cal,-2.996963831455289,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,nlpd_raw,-2.194607284587314,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,nlpd_raw,-2.348623366837201,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,nlpd_raw,-2.9055911093869744,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,322,test,nlpd_cal,-2.194607284587314,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,AR1/co-kriging,322,test,nlpd_cal,-2.348623366837201,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,Neural-GP MF (ours),322,test,nlpd_cal,-2.9055911093869744,result_out/final_runs/original/tm/hf400_lfx10/seed_322/bl0r322/report.json
TM,hf400_lfx10,HF-only,399,test,target_rmse,0.026754768565297127,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,target_rmse,0.020886627957224846,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,target_rmse,0.013733861036598682,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,y_rmse,0.026754768565297127,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,y_rmse,0.020886627957224846,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,y_rmse,0.013733861036598682,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,val,r2,0.9856913921716624,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,val,r2,0.9908439916178094,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,val,r2,0.9956394736657951,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,r2,0.9767533586464509,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,r2,0.9858324592901336,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,r2,0.9938744782729199,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,val,nll_raw,-2.3591851412179996,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,val,nll_raw,-2.436426080766538,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,val,nll_raw,-3.0129349313229645,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,val,nll_cal,-2.3591851412179996,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,val,nll_cal,-2.436426080766538,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,val,nll_cal,-3.0129349313229645,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,nll_raw,-2.2044893341498084,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,nll_raw,-2.3432532246557565,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,nll_raw,-2.8823579103372174,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,nll_cal,-2.2044893341498084,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,nll_cal,-2.3432532246557565,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,nll_cal,-2.8823579103372174,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,val,nlpd_raw,-2.3591851412179996,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,val,nlpd_raw,-2.436426080766538,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,val,nlpd_raw,-3.0129349313229645,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,val,nlpd_cal,-2.3591851412179996,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,val,nlpd_cal,-2.436426080766538,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,val,nlpd_cal,-3.0129349313229645,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,nlpd_raw,-2.2044893341498084,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,nlpd_raw,-2.3432532246557565,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,nlpd_raw,-2.8823579103372174,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,399,test,nlpd_cal,-2.2044893341498084,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,AR1/co-kriging,399,test,nlpd_cal,-2.3432532246557565,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,Neural-GP MF (ours),399,test,nlpd_cal,-2.8823579103372174,result_out/final_runs/original/tm/hf400_lfx10/seed_399/bl0r399/report.json
TM,hf400_lfx10,HF-only,200,test,target_rmse,0.026820708066225052,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,target_rmse,0.020668523386120796,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,target_rmse,0.012322060763835907,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,y_rmse,0.026820708066225052,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,y_rmse,0.020668523386120796,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,y_rmse,0.012322060763835907,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,val,r2,0.9857752812559863,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,val,r2,0.990912774102428,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,val,r2,0.9957436419485494,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,r2,0.9766386328294336,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,r2,0.9861267983067202,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,r2,0.9950691200028257,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,val,nll_raw,-2.3601661355703776,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,val,nll_raw,-2.436645921461751,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,val,nll_raw,-3.0274116425552493,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,val,nll_cal,-2.3601661355703776,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,val,nll_cal,-2.436645921461751,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,val,nll_cal,-3.0274116425552493,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,nll_raw,-2.203619070744926,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,nll_raw,-2.3493357705124525,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,nll_raw,-2.970342717389186,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,nll_cal,-2.203619070744926,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,nll_cal,-2.3493357705124525,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,nll_cal,-2.970342717389186,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,val,nlpd_raw,-2.3601661355703776,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,val,nlpd_raw,-2.436645921461751,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,val,nlpd_raw,-3.0274116425552493,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,val,nlpd_cal,-2.3601661355703776,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,val,nlpd_cal,-2.436645921461751,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,val,nlpd_cal,-3.0274116425552493,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,nlpd_raw,-2.203619070744926,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,nlpd_raw,-2.3493357705124525,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,nlpd_raw,-2.970342717389186,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,200,test,nlpd_cal,-2.203619070744926,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,AR1/co-kriging,200,test,nlpd_cal,-2.3493357705124525,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,Neural-GP MF (ours),200,test,nlpd_cal,-2.970342717389186,result_out/final_runs/original/tm/hf400_lfx10/seed_200/bl0r200/report.json
TM,hf400_lfx10,HF-only,366,test,target_rmse,0.02672022394835949,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,AR1/co-kriging,366,test,target_rmse,0.020708508789539337,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,Neural-GP MF (ours),366,test,target_rmse,0.013081948272883892,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,HF-only,366,test,y_rmse,0.02672022394835949,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,AR1/co-kriging,366,test,y_rmse,0.020708508789539337,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,Neural-GP MF (ours),366,test,y_rmse,0.013081948272883892,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,HF-only,366,val,r2,0.9857539456378299,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,AR1/co-kriging,366,val,r2,0.9909963543663329,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,Neural-GP MF (ours),366,val,r2,0.9953458544869029,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,HF-only,366,test,r2,0.9768133503162204,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,AR1/co-kriging,366,test,r2,0.9860730677820737,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,Neural-GP MF (ours),366,test,r2,0.9944422035325293,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,HF-only,366,val,nll_raw,-2.3591250709879272,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,AR1/co-kriging,366,val,nll_raw,-2.437826799198749,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
TM,hf400_lfx10,Neural-GP MF (ours),366,val,nll_raw,-3.015418085481984,result_out/final_runs/original/tm/hf400_lfx10/seed_366/bl0r366/report.json
