dataset,setting,method,seed,split,metric,value,source
TM,hf50_lfx10,HF-only,280,val,nll_cal,-1.2748240837177112,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,val,nll_cal,-1.8333470121780766,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,val,nll_cal,-1.9780499329876737,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,test,nll_raw,-1.016368291383213,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,test,nll_raw,-1.8399008026595867,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,test,nll_raw,-2.1232574379424403,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,test,nll_cal,-1.016368291383213,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,test,nll_cal,-1.8399008026595867,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,test,nll_cal,-2.1232574379424403,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,val,nlpd_raw,-1.2748240837177112,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,val,nlpd_raw,-1.8333470121780766,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,val,nlpd_raw,-1.9780499329876737,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,val,nlpd_cal,-1.2748240837177112,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,val,nlpd_cal,-1.8333470121780766,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,val,nlpd_cal,-1.9780499329876737,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,test,nlpd_raw,-1.016368291383213,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,test,nlpd_raw,-1.8399008026595867,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,test,nlpd_raw,-2.1232574379424403,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,280,test,nlpd_cal,-1.016368291383213,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,AR1/co-kriging,280,test,nlpd_cal,-1.8399008026595867,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,Neural-GP MF (ours),280,test,nlpd_cal,-2.1232574379424403,result_out/final_runs/original/tm/hf50_lfx10/seed_280/bl0r280/report.json
TM,hf50_lfx10,HF-only,270,test,target_rmse,0.06840121001005173,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,target_rmse,0.03798456862568855,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,target_rmse,0.02800969034433365,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,y_rmse,0.06840121001005173,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,y_rmse,0.03798456862568855,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,y_rmse,0.02800969034433365,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,val,r2,0.8538524816334516,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,val,r2,0.9378364927698594,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,val,r2,0.9561770953284328,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,r2,0.8480553418877841,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,r2,0.953143245885358,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,r2,0.974521466574002,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,val,nll_raw,-1.2729967141359981,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,val,nll_raw,-1.8338029989350384,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,val,nll_raw,-2.0343712340027,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,val,nll_cal,-1.2729967141359981,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,val,nll_cal,-1.8338029989350384,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,val,nll_cal,-2.0343712340027,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,nll_raw,-1.0156720345900676,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,nll_raw,-1.8396052581708733,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,nll_raw,-2.141872983638134,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,nll_cal,-1.0156720345900676,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,nll_cal,-1.8396052581708733,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,nll_cal,-2.141872983638134,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,val,nlpd_raw,-1.2729967141359981,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,val,nlpd_raw,-1.8338029989350384,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,val,nlpd_raw,-2.0343712340027,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,val,nlpd_cal,-1.2729967141359981,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,val,nlpd_cal,-1.8338029989350384,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,val,nlpd_cal,-2.0343712340027,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,nlpd_raw,-1.0156720345900676,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,nlpd_raw,-1.8396052581708733,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,nlpd_raw,-2.141872983638134,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,270,test,nlpd_cal,-1.0156720345900676,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,AR1/co-kriging,270,test,nlpd_cal,-1.8396052581708733,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,Neural-GP MF (ours),270,test,nlpd_cal,-2.141872983638134,result_out/final_runs/original/tm/hf50_lfx10/seed_270/bl0r270/report.json
TM,hf50_lfx10,HF-only,230,test,target_rmse,0.06831394881010056,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,target_rmse,0.038017719984054565,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,target_rmse,0.029320482164621353,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,y_rmse,0.06831394881010056,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,y_rmse,0.038017719984054565,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,y_rmse,0.029320482164621353,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,val,r2,0.8542105828253952,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,val,r2,0.9382003060320819,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,val,r2,0.9595939861045788,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,r2,0.8484428140388277,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,r2,0.9530614140137117,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,r2,0.9720809924098628,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,val,nll_raw,-1.2761628729486518,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,val,nll_raw,-1.8377895946085507,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,val,nll_raw,-2.037875532154949,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,val,nll_cal,-1.2761628729486518,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,val,nll_cal,-1.8377895946085507,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,val,nll_cal,-2.037875532154949,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,nll_raw,-1.017674196416366,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,nll_raw,-1.838953709848452,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,nll_raw,-2.0611883328363527,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,nll_cal,-1.017674196416366,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,nll_cal,-1.838953709848452,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,nll_cal,-2.0611883328363527,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,val,nlpd_raw,-1.2761628729486518,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,val,nlpd_raw,-1.8377895946085507,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,val,nlpd_raw,-2.037875532154949,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,val,nlpd_cal,-1.2761628729486518,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,val,nlpd_cal,-1.8377895946085507,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,val,nlpd_cal,-2.037875532154949,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,nlpd_raw,-1.017674196416366,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,nlpd_raw,-1.838953709848452,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,nlpd_raw,-2.0611883328363527,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,HF-only,230,test,nlpd_cal,-1.017674196416366,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,AR1/co-kriging,230,test,nlpd_cal,-1.838953709848452,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
TM,hf50_lfx10,Neural-GP MF (ours),230,test,nlpd_cal,-2.0611883328363527,result_out/final_runs/original/tm/hf50_lfx10/seed_230/bl0r230/report.json
AB,hf100_lfx10,MF-DeepONet,388,val,rmse,0.016643087045750203,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_388/report.json
AB,hf100_lfx10,MF-DeepONet,388,val,r2,0.983957088022038,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_388/report.json
AB,hf100_lfx10,MF-DeepONet,388,test,rmse,0.018504147953734583,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_388/report.json
AB,hf100_lfx10,MF-DeepONet,388,test,r2,0.9759515218345941,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_388/report.json
AB,hf100_lfx10,MF-DeepONet,210,val,rmse,0.016300231223753098,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_210/report.json
AB,hf100_lfx10,MF-DeepONet,210,val,r2,0.9846112635628155,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_210/report.json
AB,hf100_lfx10,MF-DeepONet,210,test,rmse,0.021997117881182093,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_210/report.json
AB,hf100_lfx10,MF-DeepONet,210,test,r2,0.9660154926694504,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_210/report.json
AB,hf100_lfx10,MF-DeepONet,344,val,rmse,0.019247198550161916,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_344/report.json
AB,hf100_lfx10,MF-DeepONet,344,val,r2,0.9785439148362438,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_344/report.json
AB,hf100_lfx10,MF-DeepONet,344,test,rmse,0.0189598000403481,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_344/report.json
AB,hf100_lfx10,MF-DeepONet,344,test,r2,0.9747525849551053,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_344/report.json
AB,hf100_lfx10,MF-DeepONet,333,val,rmse,0.01659496922297815,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_333/report.json
AB,hf100_lfx10,MF-DeepONet,333,val,r2,0.9840497191640636,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_333/report.json
AB,hf100_lfx10,MF-DeepONet,333,test,rmse,0.01851233410515858,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_333/report.json
AB,hf100_lfx10,MF-DeepONet,333,test,r2,0.9759302392518726,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_333/report.json
AB,hf100_lfx10,MF-DeepONet,311,val,rmse,0.016393949260201338,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_311/report.json
AB,hf100_lfx10,MF-DeepONet,311,val,r2,0.984433800052415,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_311/report.json
AB,hf100_lfx10,MF-DeepONet,311,test,rmse,0.01750405093500981,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_311/report.json
AB,hf100_lfx10,MF-DeepONet,311,test,r2,0.9784807787460803,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_311/report.json
AB,hf100_lfx10,MF-DeepONet,355,val,rmse,0.01795003397414125,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_355/report.json
AB,hf100_lfx10,MF-DeepONet,355,val,r2,0.9813385244010073,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_355/report.json
AB,hf100_lfx10,MF-DeepONet,355,test,rmse,0.018963100777431033,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_355/report.json
AB,hf100_lfx10,MF-DeepONet,355,test,r2,0.9747437934770447,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_355/report.json
AB,hf100_lfx10,MF-DeepONet,240,val,rmse,0.017894842139218277,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_240/report.json
AB,hf100_lfx10,MF-DeepONet,240,val,r2,0.981453106651566,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_240/report.json
AB,hf100_lfx10,MF-DeepONet,240,test,rmse,0.017556310414978876,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_240/report.json
AB,hf100_lfx10,MF-DeepONet,240,test,r2,0.9783520928693676,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_240/report.json
AB,hf100_lfx10,MF-DeepONet,220,val,rmse,0.017611428002031006,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_220/report.json
AB,hf100_lfx10,MF-DeepONet,220,val,r2,0.9820359367805915,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_220/report.json
AB,hf100_lfx10,MF-DeepONet,220,test,rmse,0.01717918240519696,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_220/report.json
AB,hf100_lfx10,MF-DeepONet,220,test,r2,0.9792721433746852,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_220/report.json
AB,hf100_lfx10,MF-DeepONet,322,val,rmse,0.016765967120991633,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_322/report.json
AB,hf100_lfx10,MF-DeepONet,322,val,r2,0.9837193158195333,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_322/report.json
AB,hf100_lfx10,MF-DeepONet,322,test,rmse,0.019084171895676873,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_322/report.json
AB,hf100_lfx10,MF-DeepONet,322,test,r2,0.9744202642660524,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_322/report.json
AB,hf100_lfx10,MF-DeepONet,399,val,rmse,0.016988750971053512,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_399/report.json
AB,hf100_lfx10,MF-DeepONet,399,val,r2,0.9832837702285976,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_399/report.json
AB,hf100_lfx10,MF-DeepONet,399,test,rmse,0.018367465091114466,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_399/report.json
AB,hf100_lfx10,MF-DeepONet,399,test,r2,0.9763054830007758,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_399/report.json
AB,hf100_lfx10,MF-DeepONet,200,val,rmse,0.016630773754101862,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_200/report.json
AB,hf100_lfx10,MF-DeepONet,200,val,r2,0.9839808177518324,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_200/report.json
AB,hf100_lfx10,MF-DeepONet,200,test,rmse,0.019105866719057344,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_200/report.json
AB,hf100_lfx10,MF-DeepONet,200,test,r2,0.9743620732915276,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_200/report.json
AB,hf100_lfx10,MF-DeepONet,366,val,rmse,0.016755009633840356,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_366/report.json
AB,hf100_lfx10,MF-DeepONet,366,val,r2,0.9837405895212895,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_366/report.json
AB,hf100_lfx10,MF-DeepONet,366,test,rmse,0.019357784299255894,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_366/report.json
AB,hf100_lfx10,MF-DeepONet,366,test,r2,0.9736815258655467,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_366/report.json
AB,hf100_lfx10,MF-DeepONet,250,val,rmse,0.01732774695556868,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_250/report.json
AB,hf100_lfx10,MF-DeepONet,250,val,r2,0.9826099982485983,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_250/report.json
AB,hf100_lfx10,MF-DeepONet,250,test,rmse,0.020736207706841415,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_250/report.json
AB,hf100_lfx10,MF-DeepONet,250,test,r2,0.969799920737564,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_250/report.json
AB,hf100_lfx10,MF-DeepONet,260,val,rmse,0.01848013601886823,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_260/report.json
AB,hf100_lfx10,MF-DeepONet,260,val,r2,0.9802200240914049,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_260/report.json
AB,hf100_lfx10,MF-DeepONet,260,test,rmse,0.017958919379104824,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_260/report.json
AB,hf100_lfx10,MF-DeepONet,260,test,r2,0.9773478298207177,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_260/report.json
AB,hf100_lfx10,MF-DeepONet,290,val,rmse,0.015711777490810326,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_290/report.json
AB,hf100_lfx10,MF-DeepONet,290,val,r2,0.9857023035804331,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_290/report.json
AB,hf100_lfx10,MF-DeepONet,290,test,rmse,0.01917931504623355,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_290/report.json
AB,hf100_lfx10,MF-DeepONet,290,test,r2,0.9741645755942593,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_290/report.json
AB,hf100_lfx10,MF-DeepONet,377,val,rmse,0.01648427020248392,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_377/report.json
AB,hf100_lfx10,MF-DeepONet,377,val,r2,0.9842618064942087,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_377/report.json
AB,hf100_lfx10,MF-DeepONet,377,test,rmse,0.01745599129219217,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_377/report.json
AB,hf100_lfx10,MF-DeepONet,377,test,r2,0.9785987841515167,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_377/report.json
AB,hf100_lfx10,MF-DeepONet,300,val,rmse,0.015806017953128814,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_300/report.json
AB,hf100_lfx10,MF-DeepONet,300,val,r2,0.9855302718047855,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_300/report.json
AB,hf100_lfx10,MF-DeepONet,300,test,rmse,0.019033239209811086,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_300/report.json
AB,hf100_lfx10,MF-DeepONet,300,test,r2,0.9745566187389573,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_300/report.json
AB,hf100_lfx10,MF-DeepONet,280,val,rmse,0.01625992730704244,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_280/report.json
AB,hf100_lfx10,MF-DeepONet,280,val,r2,0.9846872697933984,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_280/report.json
AB,hf100_lfx10,MF-DeepONet,280,test,rmse,0.016735355630686198,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_280/report.json
AB,hf100_lfx10,MF-DeepONet,280,test,r2,0.9803293230813103,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_280/report.json
AB,hf100_lfx10,MF-DeepONet,270,val,rmse,0.018055452290281458,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_270/report.json
AB,hf100_lfx10,MF-DeepONet,270,val,r2,0.9811186877056893,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_270/report.json
AB,hf100_lfx10,MF-DeepONet,270,test,rmse,0.018462736584844798,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_270/report.json
AB,hf100_lfx10,MF-DeepONet,270,test,r2,0.9760590400015982,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_270/report.json
AB,hf100_lfx10,MF-DeepONet,230,val,rmse,0.016406846394879285,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_230/report.json
AB,hf100_lfx10,MF-DeepONet,230,val,r2,0.9844092985314267,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_230/report.json
AB,hf100_lfx10,MF-DeepONet,230,test,rmse,0.01794659544902328,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_230/report.json
AB,hf100_lfx10,MF-DeepONet,230,test,r2,0.9773789083027208,result_out/final_runs/comparisons/ab/mf_deeponet/hf100_lfx10/seed_230/report.json
AB,hf500_lfx10,MF-DeepONet,388,val,rmse,0.007765283172815103,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_388/report.json
AB,hf500_lfx10,MF-DeepONet,388,val,r2,0.9965898907714589,result_out/final_runs/comparisons/ab/mf_deeponet/hf500_lfx10/seed_388/report.json
