seed,hf,lf_mult,dataset_name,status,metrics.y_rmse.hf_only,metrics.y_rmse.ar1,metrics.y_rmse.ours
388,300,15,hf300_lfx15,BAD,,,
250,300,15,hf300_lfx15,OK,0.0300084669142961,0.0206984393298625,0.0127496803179383
250,300,15,hf300_lfx15,BAD,,,
230,300,15,hf300_lfx15,OK,0.0299659185111522,0.0206321086734533,0.0134171387180686
230,300,15,hf300_lfx15,BAD,,,
322,300,15,hf300_lfx15,OK,0.0302035678178071,0.0205383263528347,0.0148014370352029
322,300,15,hf300_lfx15,BAD,,,
290,300,15,hf300_lfx15,OK,0.0297891702502965,0.0207702480256557,0.013138155452907
290,300,15,hf300_lfx15,BAD,,,
200,300,15,hf300_lfx15,OK,0.0300596021115779,0.0207332149147987,0.0136569300666451
200,300,15,hf300_lfx15,BAD,,,
333,300,15,hf300_lfx15,OK,0.0297997687011957,0.0206110849976539,0.01241569314152
333,300,15,hf300_lfx15,BAD,,,
366,100,5,hf100_lfx05,OK,0.0438300259411335,0.0300053562968969,0.0218542758375406
366,100,5,hf100_lfx05,BAD,,,
300,100,5,hf100_lfx05,OK,0.0436461679637432,0.0298661272972822,0.0207055266946554
300,100,5,hf100_lfx05,BAD,,,
210,100,5,hf100_lfx05,OK,0.044117871671915,0.0297410171478986,0.0197046212852001
210,100,5,hf100_lfx05,BAD,,,
220,100,5,hf100_lfx05,OK,0.0438917689025402,0.0297971237450838,0.0208481103181839
220,100,5,hf100_lfx05,BAD,,,
377,100,5,hf100_lfx05,OK,0.0438814386725425,0.0299617536365985,0.0200146250426769
377,100,5,hf100_lfx05,BAD,,,
260,100,5,hf100_lfx05,OK,0.0438454374670982,0.0297497771680355,0.0201071202754974
260,100,5,hf100_lfx05,BAD,,,
240,100,5,hf100_lfx05,OK,0.0438135489821434,0.0299142133444547,0.0207303538918495
240,100,5,hf100_lfx05,BAD,,,
355,100,5,hf100_lfx05,OK,0.0437201373279094,0.0298116467893123,0.0210700277239084
355,100,5,hf100_lfx05,BAD,,,
311,100,5,hf100_lfx05,OK,0.0440490171313285,0.0300473477691411,0.0197179727256298
311,100,5,hf100_lfx05,BAD,,,
280,100,5,hf100_lfx05,OK,0.0441854149103164,0.029893634840846,0.0211898684501647
280,100,5,hf100_lfx05,BAD,,,
399,100,5,hf100_lfx05,OK,0.0439814962446689,0.0299703795462846,0.0212615374475717
399,100,5,hf100_lfx05,BAD,,,
270,100,5,hf100_lfx05,OK,0.0440760776400566,0.0298141483217477,0.020944807678461
270,100,5,hf100_lfx05,BAD,,,
344,100,5,hf100_lfx05,OK,0.0442585684359073,0.0298716593533754,0.0202296078205108
344,100,5,hf100_lfx05,BAD,,,
388,100,5,hf100_lfx05,OK,0.0436849668622016,0.0298758633434772,0.0208343006670475
388,100,5,hf100_lfx05,BAD,,,
250,100,5,hf100_lfx05,OK,0.0438981428742408,0.0298366285860538,0.0198331251740455
250,100,5,hf100_lfx05,BAD,,,
230,100,5,hf100_lfx05,OK,0.0437149554491043,0.029807100072503,0.0193625148385763
230,100,5,hf100_lfx05,BAD,,,
322,100,5,hf100_lfx05,OK,0.0439098812639713,0.0298300795257091,0.0218041967600584
